Cleanup_ID,Country,State,Zone,GPS,Cleanup_type,Cleanup_date,Animal,Animal_Status,
7096,Puerto Rico,"LoÃ­za, Puerto Rico","Torrecilla Baja, LoÃ­za, Puerto Rico","18.45256012546, -65.903323888779",land,09/17/2016,Bird,dead,
7096,Puerto Rico,"LoÃ­za, Puerto Rico","Torrecilla Baja, LoÃ­za, Puerto Rico","18.45256012546, -65.903323888779",land,09/17/2016,Fish,dead,
7096,Puerto Rico,"LoÃ­za, Puerto Rico","Torrecilla Baja, LoÃ­za, Puerto Rico","18.45256012546, -65.903323888779",land,09/17/2016,Crab,dead,
7096,Puerto Rico,"LoÃ­za, Puerto Rico","Torrecilla Baja, LoÃ­za, Puerto Rico","18.45256012546, -65.903323888779",land,09/17/2016,Toad,dead,
7096,Puerto Rico,"LoÃ­za, Puerto Rico","Torrecilla Baja, LoÃ­za, Puerto Rico","18.45256012546, -65.903323888779",land,09/17/2016,Dog,dead,
7096,Puerto Rico,"LoÃ­za, Puerto Rico","Torrecilla Baja, LoÃ­za, Puerto Rico","18.45256012546, -65.903323888779",land,09/17/2016,Eel,dead,
7097,United States,"Hawaii, USA","Maui County, HI, USA","20.89698471396, -156.44393920898",land,10/14/2016,crab,dead,
7099,United States,"Hawaii, USA","Maui County, HI, USA","20.899149694003, -156.44110679626",land,10/14/2016,jellyfish,dead,
7099,United States,"Hawaii, USA","Maui County, HI, USA","20.899149694003, -156.44110679626",land,10/14/2016,frog,dead,
7102,United States,"Hawaii, USA","Maui County, HI, USA","20.897946931169, -156.4430809021",land,10/08/2016,bird,dead,
7107,Jamaica,"St. James Parish, Jamaica","Montego Bay, Jamaica","18.457451908228, -77.936818599701",land,09/17/2016,crab,dead,
7108,Jamaica,"Kingston Parish, Jamaica",,"17.93811268884, -76.82424902916",land,09/17/2016,crab,dead,
7110,Puerto Rico,"Aguada, Puerto Rico","Carrizal, Aguada 00602, Puerto Rico","18.404944475209, -67.177963256836",land,09/17/2016,Fish,dead,
7110,Puerto Rico,"Aguada, Puerto Rico","Carrizal, Aguada 00602, Puerto Rico","18.404944475209, -67.177963256836",land,09/17/2016,Crab,dead,
7121,Jamaica,"Saint Thomas Parish, Jamaica",,"17.879598160985, -76.411145925522",land,09/17/2016,rat,dead,
7121,Jamaica,"Saint Thomas Parish, Jamaica",,"17.879598160985, -76.411145925522",land,09/17/2016,crab,dead,
7123,Puerto Rico,"Aguadilla, Puerto Rico","Borinquen, Aguadilla, Puerto Rico","18.45811679998, -67.163543701172",land,09/17/2016,Fish,dead,
7136,Jamaica,"Saint Catherine Parish, Jamaica","Portmore, Jamaica","17.949422020997, -76.874524354935",land,09/24/2016,bird,dead,
7143,United States,"Rhode Island, USA","East Providence, RI, USA","41.815641602411, -71.388532519341",land,10/13/2016,rabbit,dead,
7151,United States,"Rhode Island, USA","Westerly, RI, USA","41.329098794812, -71.762019395828",land,09/17/2016,sunfish,dead,
7176,United States,"Florida, USA","Gulfport, FL, USA","27.737193707716, -82.708768844604",land,10/15/2016,Fish (3),dead,
7176,United States,"Florida, USA","Gulfport, FL, USA","27.737193707716, -82.708768844604",land,10/15/2016,Stingray (2),dead,
7176,United States,"Florida, USA","Gulfport, FL, USA","27.737193707716, -82.708768844604",land,10/15/2016,Horseshoe Crab (2),dead,
7178,United States,"Florida, USA","Madeira Beach, FL, USA","27.799450694292, -82.799835205078",land,10/15/2016,1 dogfish,dead,
7181,United States,"Florida, USA","Gandy, FL, USA","27.87157406174, -82.609720230103",land,10/15/2016,3 Birds,dead,
7183,Jamaica,"Manchester Parish, Jamaica",,"17.868046109672, -77.565557956696",land,09/17/2016,fish,dead,
7183,Jamaica,"Manchester Parish, Jamaica",,"17.868046109672, -77.565557956696",land,09/17/2016,crab,dead,
7184,Jamaica,"St. Elizabeth Parish, Jamaica",,"18.024122316434, -77.85094499588",land,09/17/2016,rat,dead,
7186,Jamaica,"Clarendon, Jamaica","Salt River, Jamaica","17.836731986919, -77.163913249969",land,09/17/2016,fish,dead,
7186,Jamaica,"Clarendon, Jamaica","Salt River, Jamaica","17.836731986919, -77.163913249969",land,09/17/2016,crab,dead,
7189,United States,"Massachusetts, USA","Hull, MA, USA","42.303827502315, -70.906791687012",land,09/28/2016,seagull,dead,
7189,United States,"Massachusetts, USA","Hull, MA, USA","42.303827502315, -70.906791687012",land,09/28/2016,bird,dead,
7194,Jamaica,,,"18.410543407754, -77.014964818954",land,09/17/2016,dog,dead,
7194,Jamaica,,,"18.410543407754, -77.014964818954",land,09/17/2016,fish,dead,
7194,Jamaica,,,"18.410543407754, -77.014964818954",land,09/17/2016,crab,dead,
7196,Jamaica,"St. James Parish, Jamaica","Montego Bay, Jamaica","18.463958238225, -77.927613258362",land,09/17/2016,eel,dead,
7196,Jamaica,"St. James Parish, Jamaica","Montego Bay, Jamaica","18.463958238225, -77.927613258362",land,09/17/2016,lionfish,dead,
7196,Jamaica,"St. James Parish, Jamaica","Montego Bay, Jamaica","18.463958238225, -77.927613258362",land,09/17/2016,crab,dead,
7199,United States,"Washington, USA","Bainbridge Island, WA, USA","47.706065135696, -122.5366973877",land,09/17/2016,harbor seal pup,dead,
7202,United States,"Florida, USA","North Beach, FL, USA","27.858921312079, -80.446979999542",land,09/24/2016,Fish,dead,
7202,United States,"Florida, USA","North Beach, FL, USA","27.858921312079, -80.446979999542",land,09/24/2016,Fish,dead,
7203,United States,"Florida, USA","Sebastian, FL, USA","27.817723254462, -80.468029975891",land,09/17/2016,Young Great Blue Heron,injured,
7217,Colombia,"San AndrÃ©s and Providencia, Colombia","San AndrÃ©s, San AndrÃ©s y Providencia, Colombia","12.54348882921, -81.703991889954",land,09/17/2016,crabs (4),dead,
7218,United States,"Rhode Island, USA","East Providence, RI, USA","41.75752332184, -71.361206173897",land,10/20/2016,horseshoe crabs (6),dead,
7218,United States,"Rhode Island, USA","East Providence, RI, USA","41.75752332184, -71.361206173897",land,10/20/2016,horseshoe crab,dead,
7221,United States,"Hawaii, USA","Hawaii County, HI, USA","19.829028169359, -155.99201917648",land,09/17/2016,sea cucumber,injured,
7233,South Africa,"Western Cape, South Africa","Cape Town, South Africa","-34.317848855472, 18.460947275162",land,09/21/2016,Kelp Gull,dead,
7238,U.S. Virgin Islands,"St Thomas 00802, USVI","Northside, St Thomas 00802, USVI","18.354871751453, -64.889888763428",land,10/19/2016,Sea fan,injured,
7261,United States,"Louisiana, USA","St Tammany Parish, LA, USA","30.217300802542, -89.823474436998",land,09/17/2016,snake,dead,
7261,United States,"Louisiana, USA","St Tammany Parish, LA, USA","30.217300802542, -89.823474436998",land,09/17/2016,rabbit,dead,
7261,United States,"Louisiana, USA","St Tammany Parish, LA, USA","30.217300802542, -89.823474436998",land,09/17/2016,raccoon,dead,
7265,United States,"South Carolina, USA","Georgetown, SC 29440, USA","33.365302014858, -79.28352355957",watercraft,09/24/2016,crab,dead,
7269,United States,"Louisiana, USA","New Orleans, LA, USA","30.029704744991, -90.118609964848",land,09/17/2016,bird,dead,
7269,United States,"Louisiana, USA","New Orleans, LA, USA","30.029704744991, -90.118609964848",land,09/17/2016,crabs,dead,
7269,United States,"Louisiana, USA","New Orleans, LA, USA","30.029704744991, -90.118609964848",land,09/17/2016,fish,dead,
7276,United States,"Louisiana, USA","New Orleans, LA, USA","30.031683358141, -90.036683902144",land,09/17/2016,bird (4),dead,
7276,United States,"Louisiana, USA","New Orleans, LA, USA","30.031683358141, -90.036683902144",land,09/17/2016,crabs (3),dead,
7284,United States,"Louisiana, USA","Metairie, LA, USA","30.015483840529, -90.179587304592",land,09/17/2016,bird,dead,
7289,United States,"Louisiana, USA","New Orleans, LA, USA","30.018847120784, -90.089069455862",land,09/17/2016,bird,dead,
7289,United States,"Louisiana, USA","New Orleans, LA, USA","30.018847120784, -90.089069455862",land,09/17/2016,pigeon,dead,
7292,United States,"Florida, USA","Gandy, FL, USA","27.871934463253, -82.609140872955",land,09/30/2016,(1) Fish,dead,
7293,United States,"Louisiana, USA","St Tammany Parish, LA, USA","30.361091161096, -90.088091790676",land,09/17/2016,squirrel,dead,
7293,United States,"Louisiana, USA","St Tammany Parish, LA, USA","30.361091161096, -90.088091790676",land,09/17/2016,bird,dead,
7294,United States,"Florida, USA","Gandy, FL, USA","27.871934463253, -82.609140872955",land,10/15/2016,Rooster,dead,
7298,United States,"Florida, USA","Redington Shores, FL, USA","27.835622731982, -82.834832668304",land,10/15/2016,(3) Fish,dead,
7300,United States,"Florida, USA","St Pete Beach, FL, USA","27.695384284267, -82.737135887146",land,10/19/2016,fish - 1,dead,
7305,United States,"Rhode Island, USA","Scituate, RI, USA","41.815513664087, -71.573170423508",land,10/23/2016,squirrel,dead,
7314,United States,"South Carolina, USA","Horry County, SC, USA","33.604826238851, -78.971271514893",land,09/17/2016,Seagull,dead,
7314,United States,"South Carolina, USA","Horry County, SC, USA","33.604826238851, -78.971271514893",land,09/17/2016,snake,dead,
7314,United States,"South Carolina, USA","Horry County, SC, USA","33.604826238851, -78.971271514893",land,09/17/2016,jellyfish,dead,
7316,United States,"South Carolina, USA","Dorchester County, SC, USA","33.025576374232, -80.393915176392",watercraft,09/17/2016,Fish (2),dead,
7322,United States,"South Carolina, USA","Mt Pleasant, SC, USA","32.792397507611, -79.882106782316",watercraft,09/17/2016,bird,injured,
7325,United States,"South Carolina, USA","Beaufort County, SC, USA","32.093700489908, -80.864267349243",land,09/17/2016,unidentifiable,dead,
7331,Jamaica,,,"18.405229516588, -76.978025436401",land,09/17/2016,dogs,dead,
7331,Jamaica,,,"18.405229516588, -76.978025436401",land,09/17/2016,rat,dead,
7332,United States,"South Carolina, USA","Folly Beach, SC, USA","32.654696173478, -79.940214157104",land,09/17/2016,horseshoe crab (3),dead,
7332,United States,"South Carolina, USA","Folly Beach, SC, USA","32.654696173478, -79.940214157104",land,09/17/2016,crab,dead,
7332,United States,"South Carolina, USA","Folly Beach, SC, USA","32.654696173478, -79.940214157104",land,09/17/2016,undeveloped turtle eggs (2),injured,
7332,United States,"South Carolina, USA","Folly Beach, SC, USA","32.654696173478, -79.940214157104",land,09/17/2016,blowfish,dead,
7332,United States,"South Carolina, USA","Folly Beach, SC, USA","32.654696173478, -79.940214157104",land,09/17/2016,hermit crab,dead,
7334,United States,"South Carolina, USA","Myrtle Beach, SC, USA","33.711328402647, -78.856601715088",land,09/17/2016,fish (9),dead,
7338,Jamaica,"Westmoreland Parish, Jamaica",,"18.089017582005, -77.968307733536",land,09/17/2016,lobster,dead,
7498,United States,"Florida, USA","Brevard County, FL, USA","28.63877337724, -80.632095336914",land,09/17/2016,6,dead,
7499,United States,"Florida, USA","Cocoa Beach, FL 32931, USA","28.319606719656, -80.610272884369",land,09/17/2016,6,dead,
7501,United States,"Florida, USA","Melbourne, FL, USA","28.075994092626, -80.605584383011",land,09/17/2016,4,dead,
7502,United States,"Florida, USA","Cape Canaveral, FL 32920, USA","28.386964248574, -80.608073472977",land,09/17/2016,3,dead,
7503,United States,"Florida, USA","Cocoa Beach, FL 32931, USA","28.320475633662, -80.617547035217",land,09/17/2016,1,dead,
7504,United States,"Florida, USA","Brevard County, FL, USA","28.440921370591, -80.69037437439",land,09/17/2016,2,dead,
7505,United States,"Florida, USA","Titusville, FL, USA","28.617754185271, -80.805752277374",land,09/17/2016,1,dead,
7506,United States,"Florida, USA","Merritt Island, FL, USA","28.403594049846, -80.662661790848",land,09/17/2016,7,dead,
7507,United States,"Florida, USA","Brevard County, FL, USA","28.208629696634, -80.596513152122",land,09/17/2016,7,dead,
7510,United States,"Florida, USA","Melbourne Beach, FL, USA","28.072207501492, -80.566306114197",land,09/17/2016,2,dead,
7514,United States,"Florida, USA","Titusville, FL, USA","28.622651505698, -80.811438560486",land,09/17/2016,4,dead,
7524,United States,"Florida, USA","Tarpon Springs, FL, USA","28.144432625367, -82.79043674469",land,10/15/2016,1 Bird,dead,
7524,United States,"Florida, USA","Tarpon Springs, FL, USA","28.144432625367, -82.79043674469",land,10/15/2016,1 Crab,injured,
7535,Trinidad and Tobago,,,"11.147671657236, -60.814193040133",land,09/18/2016,fish,dead,
7535,Trinidad and Tobago,,,"11.147671657236, -60.814193040133",land,09/18/2016,dog,dead,
7536,United States,"Ohio, USA","Oregon, OH, USA","41.660610519689, -83.409640789032",land,09/17/2016,bird,dead,
7536,United States,"Ohio, USA","Oregon, OH, USA","41.660610519689, -83.409640789032",land,09/17/2016,frog,dead,
7537,Trinidad and Tobago,"Western Tobago, Trinidad and Tobago","Lowlands, Trinidad and Tobago","11.152808497928, -60.772893726826",land,09/17/2016,fish (100),dead,
7538,Trinidad and Tobago,"Eastern Tobago, Trinidad and Tobago",,"11.293825478184, -60.532609373331",land,09/17/2016,bird (1),dead,
7540,Trinidad and Tobago,,"Scarborough, Trinidad and Tobago","11.171834017228, -60.723672509193",land,09/17/2016,crab,dead,
7542,Trinidad and Tobago,"Eastern Tobago, Trinidad and Tobago",,"11.235519627575, -60.595279186964",land,09/17/2016,crab,dead,
7542,Trinidad and Tobago,"Eastern Tobago, Trinidad and Tobago",,"11.235519627575, -60.595279186964",land,09/17/2016,bird,dead,
7543,Trinidad and Tobago,,"Crown Point, Trinidad and Tobago","11.147808500481, -60.83197876811",land,09/18/2016,fish,dead,
7555,United States,"Florida, USA","Cedar Key, FL 32625, USA","29.14088878971, -83.02775323391",land,09/17/2016,pelicans (2),injured,
7561,Dominican Republic,"SamanÃ¡ Province, Dominican Republic",,"19.225056568693, -69.615812301636",land,09/17/2016,5,dead,
7563,Dominican Republic,"Valverde Province, Dominican Republic",,"19.579240032146, -71.038627624512",land,09/17/2016,4,dead,
7568,Dominican Republic,"Valverde Province, Dominican Republic",,"19.579240032146, -71.038627624512",land,09/17/2016,4,dead,
7569,Dominican Republic,"Valverde Province, Dominican Republic",,"19.579240032146, -71.038627624512",land,09/17/2016,4,dead,
7570,Dominican Republic,"Valverde Province, Dominican Republic",,"19.579240032146, -71.038627624512",land,09/17/2016,4,dead,
7572,Dominican Republic,"Valverde Province, Dominican Republic",,"19.579240032146, -71.038627624512",land,09/17/2016,4,dead,
7573,United States,"Massachusetts, USA","Newburyport, MA, USA","42.813253253164, -70.809051990509",land,09/17/2016,birds (2),dead,
7577,United States,"Pennsylvania, USA","Bucks County, PA, USA","40.113690730869, -74.862449169159",land,10/01/2016,Turtle,dead,
7592,United States,"Pennsylvania, USA","Clarion County, PA, USA","41.312886914357, -79.220695495605",land,10/15/2016,Porcupine,dead,
7592,United States,"Pennsylvania, USA","Clarion County, PA, USA","41.312886914357, -79.220695495605",land,10/15/2016,White Tailed Deer,dead,
7611,United States,"Florida, USA","Satellite Beach, FL, USA","28.167028399571, -80.587209910154",land,09/17/2016,crab,dead,
7618,United States,"Pennsylvania, USA","Southampton, PA, USA","40.180717658217, -75.034813284874",land,09/17/2016,Mole,dead,
7624,United States,"Pennsylvania, USA","Montgomery County, PA, USA","40.100134613087, -75.440969467163",land,09/24/2016,Turtle,dead,
7631,United States,"Pennsylvania, USA","Bristol, PA 19007, USA","40.094069591448, -74.85833466053",land,09/24/2016,Goose,dead,
7642,United States,"New York, USA","Erie County, NY, USA","42.765229233474, -78.878228366375",land,09/17/2016,fish (7),dead,
7642,United States,"New York, USA","Erie County, NY, USA","42.765229233474, -78.878228366375",land,09/17/2016,bird,dead,
7651,United States,"Florida, USA","Pinellas County, FL, USA","27.629550914698, -82.73777961731",land,10/15/2016,Multiple Fish,dead,
7651,United States,"Florida, USA","Pinellas County, FL, USA","27.629550914698, -82.73777961731",land,10/15/2016,Horse Shoe Crab (2),dead,
7653,Puerto Rico,"Toa Baja, Puerto Rico","Levittown, Toa Baja, Puerto Rico","18.456244241113, -66.180868148804",land,09/17/2016,Animal bones,dead,
7658,United States,"Florida, USA","North Redington Beach, FL, USA","27.815849165532, -82.822408676147",land,10/15/2016,Fish Pieces,dead,
7669,United States,"Massachusetts, USA","Wellfleet, MA, USA","41.928340034951, -70.027542114258",land,10/10/2016,seagulls,dead,
7673,Puerto Rico,"Barranquitas, Puerto Rico","Barranquitas, Puerto Rico","18.187657516582, -66.307420134544",land,09/17/2016,Cat,dead,
7674,United States,"Ohio, USA","Lucas County, OH, USA","41.684611096979, -83.670287132263",land,09/17/2016,gold finch,dead,
7718,United States,"Texas, USA","Starr County, TX, USA","26.480407161007, -98.640747070312",land,09/24/2016,Bird fish crab,dead,
7730,United States,"Massachusetts, USA","Wareham, MA, USA","41.740836220394, -70.65788269043",land,10/02/2016,1 dead bird,dead,
7731,United States,"Massachusetts, USA","Wareham, MA, USA","41.740836220394, -70.65788269043",land,10/02/2016,1 dead bird,dead,
7733,United States,"Massachusetts, USA","Boston, MA, USA","42.326300671313, -71.047382354736",land,10/17/2016,cat,dead,
7733,United States,"Massachusetts, USA","Boston, MA, USA","42.326300671313, -71.047382354736",land,10/17/2016,seagul;,dead,
7735,United States,"Florida, USA","Key West, FL 33040, USA","24.547352519846, -81.786158680916",land,09/17/2016,Bird,dead,
7736,United States,"Massachusetts, USA","Revere, MA, USA","42.420114403594, -70.98529458046",land,10/07/2016,1 crab (Horshoe),dead,
7736,United States,"Massachusetts, USA","Revere, MA, USA","42.420114403594, -70.98529458046",land,10/07/2016,2 Seagulls,dead,
7738,United States,"Massachusetts, USA","Winthrop, MA, USA","42.378710565809, -70.970649719238",land,10/11/2016,3 birds,dead,
7739,United States,"Massachusetts, USA","Newburyport, MA, USA","42.813474672565, -70.819158554077",land,09/24/2016,18 Seagulls,dead,
7739,United States,"Massachusetts, USA","Newburyport, MA, USA","42.813474672565, -70.819158554077",land,09/24/2016,5 birds,dead,
7739,United States,"Massachusetts, USA","Newburyport, MA, USA","42.813474672565, -70.819158554077",land,09/24/2016,2 seals,dead,
7740,United States,"Massachusetts, USA","Bristol County, MA, USA","41.623960419573, -70.896213054657",land,09/17/2016,mouse,dead,
7740,United States,"Massachusetts, USA","Bristol County, MA, USA","41.623960419573, -70.896213054657",land,09/17/2016,2 horseshoe crabs,dead,
7741,United States,"Massachusetts, USA","Duxbury, MA, USA","42.035528592933, -70.667152404785",land,09/17/2016,1 squid,dead,
7741,United States,"Massachusetts, USA","Duxbury, MA, USA","42.035528592933, -70.667152404785",land,09/17/2016,1 fish,dead,
7741,United States,"Massachusetts, USA","Duxbury, MA, USA","42.035528592933, -70.667152404785",land,09/17/2016,1 seal,dead,
7741,United States,"Massachusetts, USA","Duxbury, MA, USA","42.035528592933, -70.667152404785",land,09/17/2016,1 seagull,dead,
7743,United States,"Massachusetts, USA","Hull, MA, USA","42.293755718382, -70.875120162964",land,09/17/2016,23 fish,dead,
7744,United States,"Massachusetts, USA","Chatham, MA, USA","41.684198719218, -69.946517944336",land,09/17/2016,7 seagulls,dead,
7744,United States,"Massachusetts, USA","Chatham, MA, USA","41.684198719218, -69.946517944336",land,09/17/2016,1 Plover,dead,
7749,United States,"Massachusetts, USA","Quincy, MA, USA","42.274515510105, -70.999574661255",land,09/23/2016,1 seagull,dead,
7752,United States,"Massachusetts, USA","Nahant, MA, USA","42.421811288578, -70.90404510498",land,10/15/2016,1 seagull,dead,
7753,United States,"Massachusetts, USA","Marshfield, MA, USA","42.077998989036, -70.64603805542",land,10/13/2016,jellyfish,dead,
7753,United States,"Massachusetts, USA","Marshfield, MA, USA","42.077998989036, -70.64603805542",land,10/13/2016,eel,injured,
7753,United States,"Massachusetts, USA","Marshfield, MA, USA","42.077998989036, -70.64603805542",land,10/13/2016,seagull,dead,
7755,United States,"Massachusetts, USA","Wareham, MA, USA","41.725013862634, -70.673847198486",land,09/24/2016,6 dead animals,dead,
7764,Belize,"Cayo District, Belize","Belmopan, Belize","17.261010844581, -88.789916038513",land,09/24/2016,dog,dead,
7784,Australia,"Queensland, Australia","Sunshine Coast QLD, Australia","-26.681390020002, 153.12208771706",land,09/17/2016,seagull,dead,
7793,United States,"Florida, USA","St. Petersburg, FL, USA","27.744419926801, -82.686002254486",land,10/28/2016,Fish (1),dead,
7816,United States,"California, USA","Napa, CA, USA","38.298070736165, -122.29974031448",land,09/17/2016,Fish,dead,
7826,United States,"California, USA","Napa, CA, USA","38.281784704395, -122.29360342026",land,09/17/2016,Opossum,dead,
7830,United States,"California, USA","Long Beach, CA, USA","33.763272412005, -118.16935300827",land,09/17/2016,birds (3),dead,
7836,United States,"Florida, USA","St Pete Beach, FL, USA","27.687404290979, -82.737951278687",land,10/15/2016,Fish (150),dead,
7836,United States,"Florida, USA","St Pete Beach, FL, USA","27.687404290979, -82.737951278687",land,10/15/2016,Puffer Fish (1),dead,
7836,United States,"Florida, USA","St Pete Beach, FL, USA","27.687404290979, -82.737951278687",land,10/15/2016,Bonnethead Shark,dead,
7839,United States,"District of Columbia, USA","Washington, DC, USA","38.878150707706, -76.971856355667",land,09/17/2016,bird,dead,
7880,United States,"Texas, USA","Surfside Beach, TX, USA","28.94758350659, -95.287403762341",land,09/24/2016,crab,dead,
7881,United States,"Massachusetts, USA","Boston, MA, USA","42.292427355497, -71.042704582214",land,10/07/2016,3 birds,dead,
7882,United States,"Massachusetts, USA","Hull, MA, USA","42.294708051299, -70.934772491455",land,09/28/2016,seagull,dead,
7882,United States,"Massachusetts, USA","Hull, MA, USA","42.294708051299, -70.934772491455",land,09/28/2016,bird,dead,
7883,Brazil,"State of Rio Grande do Sul, Brazil","Torres - RS, Brazil","-29.36407428917, -49.741866588593",land,09/18/2016,fish,dead,
7884,United States,"Massachusetts, USA","Cambridge, MA, USA","42.355151170879, -71.115317344666",land,09/10/2016,squirrel,dead,
7885,United States,"Massachusetts, USA","Newburyport, MA, USA","42.812372288778, -70.813837051392",land,09/17/2016,eel,dead,
7885,United States,"Massachusetts, USA","Newburyport, MA, USA","42.812372288778, -70.813837051392",land,09/17/2016,fish,dead,
7897,United States,"Massachusetts, USA","Salisbury, MA, USA","42.829068073625, -70.817742347717",land,09/17/2016,seagull,injured,
7897,United States,"Massachusetts, USA","Salisbury, MA, USA","42.829068073625, -70.817742347717",land,09/17/2016,seagull,dead,
7901,United States,"Massachusetts, USA","Fairhaven, MA 02719, USA","41.631547182773, -70.903658866882",land,10/19/2016,crab,dead,
7904,Namibia,"Karas Region, Namibia",,"-26.651888851031, 15.150393247604",land,09/17/2016,seals (3),dead,
7927,United States,"Florida, USA","Lower Grand Lagoon, FL 32408, USA","30.128592710551, -85.739407539368",land,09/17/2016,sea gull,dead,
7933,United States,"Alaska, USA","Homer, AK, USA","59.638946699244, -151.47880554199",land,10/01/2016,harbor seal,dead,
7933,United States,"Alaska, USA","Homer, AK, USA","59.638946699244, -151.47880554199",land,10/01/2016,sea otter,dead,
7935,Puerto Rico,"GuÃ¡nica, Puerto Rico","Montalva, GuÃ¡nica, Puerto Rico","17.932988547776, -66.952335834503",land,09/17/2016,Fish,dead,
7935,Puerto Rico,"GuÃ¡nica, Puerto Rico","Montalva, GuÃ¡nica, Puerto Rico","17.932988547776, -66.952335834503",land,09/17/2016,Dog,dead,
7935,Puerto Rico,"GuÃ¡nica, Puerto Rico","Montalva, GuÃ¡nica, Puerto Rico","17.932988547776, -66.952335834503",land,09/17/2016,Dog,dead,
7936,Puerto Rico,"Humacao, Puerto Rico","Candelero Abajo, Humacao 00791, Puerto Rico","18.090380785053, -65.791797637939",land,09/17/2016,Crab,dead,
7952,United States,"Florida, USA","Pensacola Beach, FL, USA","30.380286918965, -86.857896745205",underwater,09/18/2016,sea turtles (2),injured,
7953,United States,"Florida, USA","St Pete Beach, FL, USA","27.688637662996, -82.73837774992",land,09/17/2016,shark,dead,
7953,United States,"Florida, USA","St Pete Beach, FL, USA","27.688637662996, -82.73837774992",land,09/17/2016,bird,dead,
7965,Belize,"Corozal District, Belize",,"18.389724638672, -88.386023640633",land,09/24/2016,turtle,injured,
7965,Belize,"Corozal District, Belize",,"18.389724638672, -88.386023640633",land,09/24/2016,2 locust,dead,
7980,United States,"Alaska, USA","Diamond Ridge, AK, USA","59.664966343958, -151.69200897217",land,09/18/2016,Harbor seal,dead,
7982,United States,"Alaska, USA","Kachemak, AK 99603, USA","59.675455223183, -151.40310287476",land,09/09/2016,otter,dead,
7982,United States,"Alaska, USA","Kachemak, AK 99603, USA","59.675455223183, -151.40310287476",land,09/09/2016,otter,dead,
7984,United States,"Alaska, USA","Fritz Creek, AK, USA","59.680048492087, -151.38679504395",land,09/09/2016,sea otter,dead,
7990,Belize,"Stann Creek District, Belize","Hopkins, Belize","16.859727664091, -88.282254338264",land,10/15/2016,crab,injured,
7994,United States,"Nebraska, USA","Gage County, NE, USA","40.221354266755, -96.581497192383",land,09/24/2016,7,dead,
8013,Puerto Rico,"Quebradillas 00678, Puerto Rico","Terranova, Quebradillas, Puerto Rico","18.487627256811, -66.957271099091",land,09/17/2016,Crab,dead,
8018,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico","18.452773847036, -66.048249006271",land,09/17/2016,Crab,dead,
8020,,"Isabela, Puerto Rico",,"18.513866942929, -67.063851356506",land,09/17/2016,Crab,dead,
8020,,"Isabela, Puerto Rico",,"18.513866942929, -67.063851356506",land,09/17/2016,Sea urchin,dead,
8026,United States,"Maryland, USA","Middle River, MD, USA","39.328172990004, -76.427335739136",watercraft,09/17/2016,Fish,dead,
8027,Puerto Rico,"ManatÃ­, Puerto Rico","Tierras Nuevas Saliente, ManatÃ­, Puerto Rico","18.470435489072, -66.450768113136",land,09/17/2016,Bird,dead,
8027,Puerto Rico,"ManatÃ­, Puerto Rico","Tierras Nuevas Saliente, ManatÃ­, Puerto Rico","18.470435489072, -66.450768113136",land,09/17/2016,Crab,dead,
8027,Puerto Rico,"ManatÃ­, Puerto Rico","Tierras Nuevas Saliente, ManatÃ­, Puerto Rico","18.470435489072, -66.450768113136",land,09/17/2016,Toad,dead,
8029,Puerto Rico,"RincÃ³n, Puerto Rico","Barrero, RincÃ³n 00677, Puerto Rico","18.309551463163, -67.240190505981",land,09/17/2016,Crab,dead,
8029,Puerto Rico,"RincÃ³n, Puerto Rico","Barrero, RincÃ³n 00677, Puerto Rico","18.309551463163, -67.240190505981",land,09/17/2016,Crab,dead,
8029,Puerto Rico,"RincÃ³n, Puerto Rico","Barrero, RincÃ³n 00677, Puerto Rico","18.309551463163, -67.240190505981",land,09/17/2016,Crab,dead,
8029,Puerto Rico,"RincÃ³n, Puerto Rico","Barrero, RincÃ³n 00677, Puerto Rico","18.309551463163, -67.240190505981",land,09/17/2016,Crab,dead,
8031,United States,"Maryland, USA","Chestertown, MD 21620, USA","39.204507430505, -76.065495014191",land,09/14/2016,various fish,dead,
8033,United States,"Maryland, USA","Kent County, MD, USA","39.365890349686, -76.005306243896",land,09/13/2016,"Fish, various",dead,
8037,United States,"Maryland, USA","Betterton, MD 21610, USA","39.371065978603, -76.063992977142",land,09/15/2016,"Fish, various",dead,
8038,Puerto Rico,"MayagÃ¼ez, Puerto Rico","MayagÃ¼ez, Puerto Rico","18.244636231331, -67.174240350723",land,09/17/2016,Fish,dead,
8039,United States,"Maryland, USA","Baltimore, MD, USA","39.244418562192, -76.62483215332",land,11/04/2016,Fish,dead,
8044,Puerto Rico,"MayagÃ¼ez, Puerto Rico","MayagÃ¼ez, Puerto Rico","18.168667266791, -67.18007683754",land,09/17/2016,dove,dead,
8046,United States,"Alaska, USA","Kenai Peninsula Borough, AK, USA","59.638599634294, -151.20414733887",land,09/23/2016,sea otter,dead,
8053,United States,"Alaska, USA","Diamond Ridge, AK, USA","59.657596160272, -151.67106628418",land,10/06/2016,sea otter,dead,
8054,United States,"Alaska, USA","Homer, AK, USA","59.602050976581, -151.41280174255",land,10/07/2016,small bird,dead,
8056,Belize,"Belize District, Belize","Belize City, Belize","17.492544285314, -88.193054795265",land,09/24/2016,rats,dead,
